bbawamarna:Abaci//Titulaturen	66FT2O2Q5VAWNC4YVHOHOEL2R4
bbawgrabinschriften:Speisetischszene//Opferangaben	V7EZZNVBHFFWREMOZEXEBSNCDA
bbawgrabinschriften:Speisetischszene//Opferangaben neben dem Tisch	HUET5W5O2NE2BEH2OSKGSOZDBE
bbawgrabinschriften:Speisetischszene//Opferangaben über Speisetisch	6DCVVEDG6FGKJCVVBFXSAYYYE4
bbawgrabinschriften:Speisetischszene//Opferaufzählung	P4AGVFEENRDY5JPENFJABLBATY
bbawgrabinschriften:Speisetischszene//Opferaufzählung über dem Opfertisch	DR3CFYN45FDJZKKD7D6HKT7PAA
bbawgrabinschriften:Speisetischszene//Opferformel	Z4IM23GTHFCVVKDWSERZSGOGOA
bbawgrabinschriften:Speisetischszene//Opferformel linksläufig (Frau)	PKCH4J5VGZBKLMP6RLOM5JL7QU
bbawgrabinschriften:Speisetischszene//Opferformel rechtsläufig (Mann?)	SAKELYDOSNAEZCH4BK33HEYEWU
bbawgrabinschriften:Speisetischszene//Opferformel vor Speisetisch	6ZHAFBEXHRBMBAWOV7JUVPCJTA
bbawgrabinschriften:Speisetischszene//Opfergaben	RBUPT36YMVAABOHZFHKBNDHUSY
bbawgrabinschriften:Speisetischszene//Opfergaben über Speisetisch	7TK52LIWIBHIVBFHERFCW6IJEY
bbawgrabinschriften:Speisetischszene//Person hinter Sitz, Beischrift	ZSSNLIBR6FHLHIGOF5KWNBUTTA
bbawgrabinschriften:Speisetischszene//Person unter Sitz, Beischrift	LB2C7FPYPNARFGMEF5IWBQCJLM
bbawgrabinschriften:Speisetischszene//Rest einer Beischrift des Grabherrn	NXDACL3JGBEKHD6DTILYAOQT5A
bbawgrabinschriften:Speisetischszene//Waschgefäßaufschrift	NH6IYJUK6BHPJH63W6LTQ6AKRE
bbawgrabinschriften:Speisetischszene//neben Speisetisch	27T3SN7SO5FRHIINHEYB6COQ3M
bbawgrabinschriften:Speisetischszene//unter Tisch, Opferangaben	6THB253CGZACLOEZ757MXYUOFY
bbawgrabinschriften:Speisetischszene//vor Grabherr, Beischrift	264PX3ACMJHPLHVOS2FG2HAIY4
bbawgrabinschriften:Speisetischszene//wohl Opferformel	RIUYWU34OZBVPHC5652NGELW64
bbawgrabinschriften:Speisetischszene//Überschrift	P74EEBIPWZAJHFWQS6HPQSNK6M
bbawgrabinschriften:Speisetischszene//über Speisetisch	6H4RAE35QBA7XPDNDKXCPWFLGI
bbawgrabinschriften:Speisetischszenen//Mann neben Speisetisch des Grabherrn	MKN5NJKVYVBJNE6JIKKLORVAEQ
bbawgrabinschriften:Speisetischszenen//Sohn vor Speisetisch des Grabherrn	ODXXKIO2PFFZZONEKEUL27ONHU
bbawgrabinschriften:Standplatte//〈Inschrift〉	7JN4SVZ7FJD2NMBX3ODBDOMIZM
bbawgrabinschriften:Statue Hildesheim 2142//〈Inschrift〉	PWVLMT4NVFAFFJD62WAVOJ6FR4
bbawgrabinschriften:Statue J.E. 72225//Aufschrift	FRYMUA4M4RFILB36N7PSCIDHEY
bbawgrabinschriften:Statue Wien 7503//〈Inschrift〉	WFZCHVJM5JFYPCDWPN5GWKDEAQ
bbawgrabinschriften:Statue der Khenti//Inschrift 1 〈linke Sitzfläche〉	MKRTCRZK65FCFD24G2SBEDOIGU
bbawgrabinschriften:Statue der Khenti//Inschrift 2 〈rechte Sitzfläche〉	NLMTMZ4EPJB3NA4X7VQ6QFRLFA
bbawgrabinschriften:Statue der Khenti//Inschriften	6ZANL4OFQZCIXPH6SQFMP4BNBE
bbawgrabinschriften:Statue der Nebet-pedju//Inschrift	OHPRX6T57VD6JBU467BHI3MXKM
bbawgrabinschriften:Statue der Sat-Meret//Inschrift (Rückenpfeiler)	W3OF5OOMVNCNDM5ETHU7Z45ADM
bbawgrabinschriften:Statue des Chui-wi-wer//linke Seite des Rückenpfeilers	3AVLTIZWQNFHZONFDV27J63E2Y
bbawgrabinschriften:Statue des Chui-wi-wer//rechte Seite des Rückenpfeilers	X63R4A6COZFVLL7ZG2DCNN5DFA
bbawgrabinschriften:Statue des Fefi//Inschrift (neben linken Bein)	C2K2IJLK4FGXLA77PVCTKDZIF4
bbawgrabinschriften:Statue des Grabherrn//〈Statue des Grabherrn〉	3ILZ5XHRG5BM7DOH2EUMZNS4HE
bbawgrabinschriften:Statue des Kai-dewau//Inschrift	BEMJIBLM6BD7PJTM5MGEGYOPR4
bbawgrabinschriften:Statue des Nefer-seschem-Ptah, gen. Scheschi//Basis-Inschrift	A45QGQG4E5FEBAXG6QMOZ6Z3KU
bbawgrabinschriften:Statue des Nesutnefer//Inschrift	3DQJVKA2J5A4ZBNFMYTVQUSW5I
bbawgrabinschriften:Statue des Ni-su-qed//〈TEXT〉	QLNDYBCRTZHHJNVIGGGFB2VDYE
bbawgrabinschriften:Statue des Per-neb//Inschrift	3V4BX54KRBFLJNX3JU6DWZDJQ4
bbawgrabinschriften:Statue des Redjief//Sockel-Inschriften	N3CL76T57JBFBF7HGBV4KVYYDA
bbawgrabinschriften:Statue des Sed-hetepu (JE 87799)//〈Inschrift〉	44PHHGJ4KVA33JRVGWXFK65ECI
bbawgrabinschriften:Statue des Snofru-nefer//Sockel-Inschrift	VSER4RDGMNDTPDPWX6DHU5MKZQ
bbawgrabinschriften:Statue des Tjena//Sockel-Inschrift	NXFVRN7J35C6TJ5TUQL5I3AYOI
bbawgrabinschriften:Statue des Tjeti, BM 29594//Titulatur	7TJVI4PF25EQ7DAUW6ZYMLEQGM
bbawgrabinschriften:Statue des Tjeti, Louvre E 11566//Titulatur	L2BUWVED4JCMHJBNT7CWD2QTNI
bbawgrabinschriften:Statue im Schrein//Inschrift	IGAO4AG5B5EDTJZYUOGXQ6P6JM
bbawgrabinschriften:Statue in Nische//Bodeninschrift	WB4YG7J255HLXAKM5FLTKKX4QY
bbawgrabinschriften:Statue in Nische//Inschriften	S4QDH2TBR5CJ5IV4ZZBFNNDUFM
bbawgrabinschriften:Statue in Nische//linke Rahmeninschrift	D4UHUKKSU5D4TODNFBA4VUWGHE
bbawgrabinschriften:Statue in Nische//rechte Rahmeninschrift	HZGL7MYNNVCAVDKOOCQB2GBUUE
bbawgrabinschriften:Statue//Basis-Inschrift	46B4RSUCKBEBBLWR322JUSCRMQ
bbawgrabinschriften:Statuen-Fragment (Basisplatte)//Inschrift	AM4UWKVTE5CFFP4I7E6CYP6AJQ
bbawgrabinschriften:Statuen-Transport//Beischriften	SCOSA4JROFA5BLW77BQ6PAFJ7A
bbawgrabinschriften:Statuenbasis (Fünfergruppe)//Beischriften	MA3FQ7KD3BBZ3DDHG6S7C7IEGM
bbawgrabinschriften:Statuenbasis//Inschrift	UVQI6EUZERDYDGWRYCJX72PM6U
bbawgrabinschriften:Statuenbasisfragment MFA Boston 25-11-37//〈Text〉	MLQSSHA5EBG57NZ2KNAMN3LZBM
bbawgrabinschriften:Statuenfragment//Inschrift	UDIQ7TOISRALTOOZW3AW6M6OCM
bbawgrabinschriften:Statuenfragment//Sockelinschrift	442JM4JLSNBK7KIDMZTS3KBXN4
bbawgrabinschriften:Statuengruppe Hildesheim 2972//Inschriften	ZXFH5WN7NNAE7J3SKL35FD2XCM
bbawgrabinschriften:Statuengruppe//Beischrift auf Sitz	VYUXZ5CTFVFHTLJKLSS7NTYNHA
bbawgrabinschriften:Statuengruppe//Beischriften am Sitz	S7XN436QPFHVHPGQQD47KMA5DY
bbawgrabinschriften:Statuengruppe//Beischriften auf Fußplatte	BFWUV7GQC5AC3LL3VR2RGVTEHU
bbawgrabinschriften:Statuengruppe//Personen-Beischriften	MRYKGGAZLVCFPDMWMTGEVKQYKA
bbawgrabinschriften:Statuenherstellung//Beischriften	ODGLYD7XXVALDNSVDDCPJGI2OE
bbawgrabinschriften:Statuette der Henutsen//Inschrift	ST63MWTVVBAU5G6PZ6Z4D4FC2I
bbawgrabinschriften:Statuette der Ni-maat-Hathor//Inschrift	AMC2GC2L7RH3TNPIRTBLQRJBEM
bbawgrabinschriften:Statuette des Anch-tef//Aufschrift	JLA4QORTSRAQHHM5OM3LBEPSFA
bbawgrabinschriften:Statuette des Chuen-Ptah//〈TEXT〉	B72OHNNT7FFRPO7CNMZHK7G4WQ
bbawgrabinschriften:Statuette des Imhotep//linke Stuhl-Inschrift	ZVBKM6P4IRHBZGR3OTUUCFRUEA
bbawgrabinschriften:Statuette des Imhotep//rechte Stuhl-Inschrift	I3AEKOECNBC5NDTQBSOJFR6SZQ
bbawgrabinschriften:Statuette des Intef, CG 448//Beischrift	MZEQUYRIBJFADNJGAZMY2QOC7I
bbawgrabinschriften:Statuette des Isesi-anchu//Inschrift	H5S454YABZAPVKAK4KK2PXR7NU
bbawgrabinschriften:Statuette des Itisen//Inschrift (rechte Stuhlseite)	XGTGSJPV3FBZZCYFK7IDX34YHM
bbawgrabinschriften:Statuette des Tjeti, CG 221//Beischrift	ABL3K5OHPBDWHHRIV2NG3MM5OA
bbawgrabinschriften:Statuette einer Kornsieberin//Inschrift	KW2IZHBZSFAKZOLMSIJZIWKBH4
bbawgrabinschriften:Statuette eines Bierbrauers//Inschrift	FUZQQ7KGYFAPLDH4HCKCZAXJOU
bbawgrabinschriften:Statuette eines Kochs//Inschrift	GE3CZ7LE6NCQZBA7MWWDTA55OA
bbawgrabinschriften:Statuette eines Topfausschmierers//Inschrift	LRNSZ6BQOVEJJKT6BZ4E5LLH6Y
bbawgrabinschriften:Statuette eines Wäschers/Färbers//Inschrift	YICCWQZISVBTVNNAV3XHVJFFVU
bbawgrabinschriften:Stehender Grabherr (Betrachten der Viehzählung)//Beischrift zum Grabherrn	QCZS7V2PT5AYXOGQRKSC72COGM
bbawgrabinschriften:Stehender Grabherr (Betrachten der Viehzählung)//Beischriften zu den Personen beim Grabherrn	2NPJ2TV3VNCQFD2DJDPMY2BMBU
bbawgrabinschriften:Stehender Grabherr (Betrachten der Viehzählung)//Szenentitel	OISWLOIMOJBYLL77D4M75URIJI
bbawgrabinschriften:Stehender Grabherr (Betrachten der Viehzählung)//hinter dem Grabherrn	6MKXAGO5IBCENF5BVSV2AU27OQ
bbawgrabinschriften:Stehender Grabherr (Betrachten der Viehzählung)//vor dem Grabherrn	5WKRBLWDXFG3VHQWX3RWFIL724
bbawgrabinschriften:Stehender Grabherr//Beischrift vor Grabherrn	UQIHM5NWEFETVNPDX3VMV72KJE
bbawgrabinschriften:Stehender Grabherr//Beischrift über und hinter Grabherrn	3ZSCGZQVFJF7PLQ63VUVK76LT4
bbawgrabinschriften:Steinblock-Aufschriften//Inschrift 1	UQOEGKZSA5C4LMTOSIGLCDMLNE
bbawgrabinschriften:Steinblock-Aufschriften//Inschrift 12	GNJYPBZELVD5RJC65QRPP5F3LI
bbawgrabinschriften:Steinblock-Aufschriften//Inschrift 2	O3Y6GPOBC5HX3D7T2L5WMBBXQE
bbawgrabinschriften:Steinblock-Aufschriften//Inschrift 3	FKVEQCSXCVBMBCAOO4ME2AGAMY
bbawgrabinschriften:Steinblock-Aufschriften//Inschrift Nr. 10	KNHVQS6XERG3LBVDEILJCRD3SM
bbawgrabinschriften:Stele der Hat-nofer//Inschriften	6CIYYHQG3RBYBBKKTQ6BMLYAQ4
bbawgrabinschriften:Stele der Iku, Allard Pierson Museum 3400//Opferformel	TOEUB6SSIZC6JAZWGAJZXST66Y
bbawgrabinschriften:Stele der Kai, CG 1584//Opferformel	7TPSVE5UQ5HQXNAZGEELEF5V3I
bbawgrabinschriften:Stele der Mer-niut, CG 1580//Opferformel	VSDXV5R2FRCNNNBZGDLC7EDG3M
bbawgrabinschriften:Stele des Henui, CG 1611//Opferformel für ein stehendes Ehepaar	GY3MZ6PBLNDHFMOVIXXKXSY6LE
bbawgrabinschriften:Stele eines Nomarchen, Florenz 7584//Beischriften eines Ehepaares	BIRASHB77JCRDLQ5OUUINX77YA
bbawgrabinschriften:Stock-Träger-Fragment//Personenbeischrift	BU7LSJ4QGNFKLJCQZLKQKCXWX4
bbawgrabinschriften:Sturzbalken (Fragment)//Opferformel	JX2KGOOZGFG2LPF7R5V5FCB5WM
bbawgrabinschriften:Sturzbalken des Ka-nebef//〈Text〉	CVF4LQUZEFHRXGCNK2PDI2ZRAY
bbawgrabinschriften:Sturzbalken des Nes//〈Sturzbalken des Nes〉	KRBSOZBJ2BAVDHKOYRLA5XR34Q
bbawgrabinschriften:Sturzbalken des [Se]nedjemib//〈Sturzbalken des [Se]nedjemib〉	XLMVJ446V5HRRA63H255EN7QCU
bbawgrabinschriften:Sturzbalken mit Türrolle (Mü 5)//Inschrift	NAO6VHFZEJAEBIK427E3LSK5R4
bbawgrabinschriften:Sturzbalken mit Türrolle (Mü 5)//Türrollen-Inschrift	VSFBW5ESBFD5HISHAJKWORCRIQ
bbawgrabinschriften:Sturzbalken-Fragment//Opferformel	4VURZ3TUIBDONMHUGJHAD5VGQ4
bbawgrabinschriften:Sturzbalken-Fragment//〈Text〉	QXKVJ37A7JAGPEI2AEMMIFSWQQ
bbawgrabinschriften:Sturzbalken//Inschrift	YS62WNTAHNAXBKKG5BIIDXHZPA
bbawgrabinschriften:Sturzbalken//Opferformel	XLOABES7QJECPHSPTWOUQBTYIU
bbawgrabinschriften:Sturzbalken//Personenbeischriften	FAVCN3IOWRFGJB4GNF4YWEMBUA
bbawgrabinschriften:Sturzbalken//Personenbeischriften (von links nach rechts)	JDNAA5DKTJED3AQ6JJR47XHBTI
bbawgrabinschriften:Sturzbalken//Personenbeischriften (von rechts nach links)	CXNAFEST55DLDCC4SLMZ6XJ2CQ
bbawgrabinschriften:Sturzbalken//Titel und Name	OLEHG5MNQJGTNAS7RYZPIZ3IQA
bbawgrabinschriften:Sturzbalken//linke Beischrift	4DOMYOQ7MRDGVKAWFETGRJZHGA
bbawgrabinschriften:Sturzbalken//mittlere linke Beischrift	PPCFMH6QO5H5DM35VMJ2DIPKAY
bbawgrabinschriften:Sturzbalken//mittlere rechte Beischrift	HFIA2OZWT5F4FPBQQ45XKXUCGA
bbawgrabinschriften:Sturzbalken//rechte Beischrift	LPBHBDAYIZGWFCMVXHCOBVLL24
bbawgrabinschriften:Sturzbalken//〈Inschrift〉	CAX7NCJ3WVEVPDCFBQIVI54TJQ
bbawgrabinschriften:Sturzbalken//〈Text〉	ZSBD4YD3SVBOVA4GSB2WE4FREY
bbawgrabinschriften:Szene A: Fischespeeren//Beischrift hinter Grabherr	Y32AYRRAGFEBPPR6CRKCL63VX4
bbawgrabinschriften:Szene A: Fischespeeren//Beischrift kl. männl. Figur im Boot	2ISQL35ETBD3FEGLQTMVFMY7G4
bbawgrabinschriften:Szene A: Fischespeeren//Beischrift kl. weibl. Figur im Boot	JXDJTN2SM5B6RFTOPYTCOMGIMA
bbawgrabinschriften:Szene A: Fischespeeren//Beischrift neben dem Speer	O6E2YKPNRFCLPBJYWUYX5SCUC4
bbawgrabinschriften:Szene A: Fischespeeren//Beischrift vor Grabherr	TDNQLUBOQVGSXJJD7FTZF4QRYM
bbawgrabinschriften:Szene A: Fischespeeren//Szenenbeischrift	OZQYMQN7WJGXFIOP6DFY3676ZQ
bbawgrabinschriften:Szene A: Fischespeeren//Szenenbeischrift und Titulatur	A4Y2SOR72NFRBOH44D4SAE54FU
bbawgrabinschriften:Szene B (unterhalb A): Bringen von Opfergaben//1. Mann (nur Farbspuren), Beischrift	LWFICTFVWJB4JMYVQKRTLCYU54
bbawgrabinschriften:Szene B (unterhalb A): Bringen von Opfergaben//2. Mann, Beischrift	ZQWMOR4TE5EOBD4HADSIKZ5AZY
bbawgrabinschriften:Szene B (unterhalb A): Bringen von Opfergaben//3. Mann, Beischrift	FXIN7ZVICVHTFGMIZPL6IF6AXE
bbawgrabinschriften:Szene B (unterhalb A): Bringen von Opfergaben//4. Mann, Beischrift	F6WJLRC6FFEN7E54DR77TDXRYA
bbawgrabinschriften:Szene B (unterhalb A): Bringen von Opfergaben//Szenenbeischrift	6UVVHEUHVFHDBFU2TKJU6R7X5E
bbawgrabinschriften:Szene C (unterhalb B): Bringen von Herdentieren//Szenenbeischrift	BSR5ZGFPGBHKPCDCXPUSHIVHCQ
bbawgrabinschriften:Szene mit Grabherrn//Beischriften zu Personen um Grabherren	ALTSYLGYQJE75D2APVZHK6DWB4
bbawgrabinschriften:Szene mit Grabherrn//Personenbeischriften (1. Register v.o.)	X5XZWAYBV5BCPKYNIBL55ZRUHM
bbawgrabinschriften:Szene mit Grabherrn//Personenbeischriften (2. Register v.o.)	TEGBAT2JD5BTHOVJVDMJDZX7UE
bbawgrabinschriften:Szene mit Grabherrn//Personenbeischriften (3. Register v.o.)	OSGF62WKQJEFTA23JMTEF7Q234
bbawgrabinschriften:Szene mit Grabherrn//Personenbeischriften (4. Register v.o.)	B2CWIZVNGBDGHOBD5D42D23N2I
bbawgrabinschriften:Szenen des Alltagslebens//2. Register von oben: Ernte, Szenenbeischrift	2IMTDQ34BBEAFIG5EIM2X3L2TM
bbawgrabinschriften:Szenen des Alltagslebens//5. Register von oben: Nahrungszubereitung, eine Beischrift	WXTWO4ZX3BFSDIQQ5GPR4BXRJI
bbawgrabinschriften:Sänften-Transport//Affenführer	YDMXQLODKNBBPNMJ7DEY2D7W7Q
bbawgrabinschriften:Sänften-Transport//Personenbeischriften	ATHFUKLC4ZCPLGB5YFBRGS3XTU
bbawgrabinschriften:Sänften-Transport//hintere Sänftenträger	4XYEPTMPFVDLBLDP7MIG2ZGULA
bbawgrabinschriften:Sänften-Transport//vordere Sänftenträger	MKP6D3CSX5FS7B5OZ2W4VGEPVM
bbawgrabinschriften:Sänftenprozession mit &#039;Sänftenlied&#039;//&#039;Sänftenlied&#039; oberhalb der Träger	QS4LCLATM5BCXFIPTYNGKTVRLQ
bbawgrabinschriften:Sänftenprozession mit &#039;Sänftenlied&#039;//Beischrift 1. Anführer	PFWQDONS6RGM5LCJ3QH5I6I2NM
bbawgrabinschriften:Sänftenprozession mit &#039;Sänftenlied&#039;//Beischrift 1. Begleiter	LJQG6TYNFFEIHNXQS6PLXKI4MI
bbawgrabinschriften:Sänftenprozession mit &#039;Sänftenlied&#039;//Beischrift 2. Anführer	BS2PMP4RKFBXZF6BRCS4FFULYA
bbawgrabinschriften:Sänftenprozession mit &#039;Sänftenlied&#039;//Beischrift 2. Begleiter	55DMLUSOHJCBLOTKZUGEMW7QJM
bbawgrabinschriften:Sänftenprozession mit &#039;Sänftenlied&#039;//Beischrift und Rede 3. Begleiter	YUXP73UA7VG3FMQAXFHCBRDGSU
bbawgrabinschriften:Sänftenprozession mit &#039;Sänftenlied&#039;//Beischrift vor Grabherr	BZJNKUVLLBAY7NJNAL4FNAEIKY
bbawgrabinschriften:Sänftenprozession mit &#039;Sänftenlied&#039;//Beischrift zu begleitendem Zwerg	BDPI47R6KNDR7NQAYH6RCLE3NY
bbawgrabinschriften:Sänftenprozession mit &#039;Sänftenlied&#039;//Beischrift über Grabherr	VO54EE2E75HJZM725T3OPT2URY
bbawgrabinschriften:Sänftenprozession mit &#039;Sänftenlied&#039;//Beischriften zum Grabherrn	FPUY2QPU4ZHJDDHAZH3PYIPC4Y
bbawgrabinschriften:Säulenfragment (Südseite)//Inschrift	AJ7KQNUSHZEKHDOCCTCMNE2MBE
bbawgrabinschriften:Söhne in 2 Registern hinter Grabherr//Sohn oberes Register	R6ZMFKSBUFE7NGTODXNOTTR7NA
bbawgrabinschriften:Söhne in 2 Registern hinter Grabherr//Sohn unteres Register	FBCIREIOERGGPFBNGSXPEPBJKI
bbawgrabinschriften:Söhne und Diener//Beischriften oberes Register (Söhne)	4R7QKTJTPNBA3B5FCX4V7TXPWI
bbawgrabinschriften:Söhne und Diener//Beischriften unteres Register (Diener)	CQ32C2NNNFDFNLGR42AZISGOOI
bbawgrabinschriften:Söhne und Diener//linkes Bildfeld	OSMYJOB75BB2VJ54AMFLUOYL5E
bbawgrabinschriften:Söhne und Diener//rechtes Bildfeld	W4V763ZPHFAJTCB4LO2SUZ2GUE
bbawgrabinschriften:Süd-Scheintür//Mittelnische	ISTXC5QLV5FYZPO5WVBBP7YM5A
bbawgrabinschriften:Süd-Scheintür//Türrolle	YXFC7XEF5ZESHM7UK7P2BEP5XU
bbawgrabinschriften:Süd-Scheintür//linker Außenpfeiler	KD32PT4UNNAA5FRPZWKZGJNNRI
bbawgrabinschriften:Süd-Scheintür//linker Außenpfosten	3U3UTEQGEZDTRFUQUY6OOQAQSY
bbawgrabinschriften:Süd-Scheintür//linker Innenpfeiler	UYCYCKIH4VAVHMBLAZ5ZJMRP5I
bbawgrabinschriften:Süd-Scheintür//linker Innenpfosten	LNBCD3X35FABVA7UC5YLAWFDHA
bbawgrabinschriften:Süd-Scheintür//rechter Außenpfeiler	JNKVERNOBNFQ5B5WJOAYCX2W64
bbawgrabinschriften:Süd-Scheintür//rechter Außenpfosten	DW2EVCESYRBALLHZZHUIYX7BCY
bbawgrabinschriften:Süd-Scheintür//rechter Innenpfeiler	H7VCA5EJKFF5RJLS573W66KENU
bbawgrabinschriften:Süd-Scheintür//rechter Innenpfosten	7MEDJQFZFBAJNMLLCB37QX5JSY
bbawgrabinschriften:Süd-Scheintür//unterer Sturzbalken	NDFEQKHKOJGU5AZDAFDCBSWFII
bbawgrabinschriften:Südende//Bildbeischriften	OOABBR3DTZDMDLYUSVPPIVVI2E
bbawgrabinschriften:Südfassade G 2231//〈Text〉	6MQID7BKF5FBXIJLU7XYQTK3X4
bbawgrabinschriften:Südl. Gewände//Szene 35	PUMIHMQQRRCTTBGSE7YBQVIHCU
bbawgrabinschriften:Südl. Gewände//Szene 37	5ASVTG2HLBA3VHC4JWOFWLTR3U
bbawgrabinschriften:Südlaibung//Personenbeischrift	VJSKRZB2KFERJPOAHBDAVI2BDE
bbawgrabinschriften:Südliche Laibung//Bildbeischrift	EYRSLB66LNHWLD2ORBNFAITOFI
bbawgrabinschriften:Südliche Scheintür//Scheintür-Tafel	TEXWSHKYONCLVHRL64YYTNY2GI
bbawgrabinschriften:Südliche Scheintür//Scheintürtafel	AH5HWC3G5FA5VOANUODLZA5P4I
bbawgrabinschriften:Südliche Scheintür//Türrolle	CCYU4QDL6BFDTJGRVGXEOEIMRE
bbawgrabinschriften:Südliche Scheintür//linker Außenpfeiler	77RIY3WBHZDNBHLWAQYJACYOTA
bbawgrabinschriften:Südliche Scheintür//linker Innenpfeiler	AWJHRA5LBJDLBDBNCKR3VUPM2Y
bbawgrabinschriften:Südliche Scheintür//oberer Sturzbalken	ST6YNBU4TFACHPWKVHQNHET2PQ
bbawgrabinschriften:Südliche Scheintür//oberes Bildfeld	QQJQ7FXBRBHFTIDXR5YVJI45JU
bbawgrabinschriften:Südliche Scheintür//rechter Außenpfeiler	OADCNPLVKZDOJI5OP7HKBPHF3Q
bbawgrabinschriften:Südliche Scheintür//rechter Innenpfeiler	KUPWVO2A55GW3KXZVAE5I7F3VQ
bbawgrabinschriften:Südliche Scheintür//unterer Sturzbalken	YO7CO6TCQRD2RIJPWXQ7XMKWGU
bbawgrabinschriften:Südliche Scheintür//unteres Bildfeld	HKOIAVOUDBAFZOLROW24KGEHYM
bbawgrabinschriften:Südpanel//Personenbeischriften	4AYEGFRXCRBK3ECUK7E4GZRLBM
bbawgrabinschriften:Südpfeiler//Aufschriften	5RAKYM4MLVBUJFXZQK42T56IQY
bbawgrabinschriften:Südpfeiler//Nordseite	ZCBK5JO3SJHBLGNV5THE36YASY
bbawgrabinschriften:Südpfeiler//Nordseite (T405)	SDOBGJUFRJHWZF3HX2KGX2NHTA
bbawgrabinschriften:Südpfeiler//Ostseite	XCFXHETFEJFQBJHKIZNP3DLF2I
bbawgrabinschriften:Südpfeiler//Ostseite (T404)	LZ7MXWHTSBAYDA4NDX2RFPJSR4
bbawgrabinschriften:Südpfeiler//Südseite	JW3GOHRPMRG2FBOED3ZKS4RJ4A
bbawgrabinschriften:Südpfeiler//Südseite (T407)	YGCV2NPUFZANPJ5VUS34KVVBSU
bbawgrabinschriften:Südpfeiler//Westseite	JNOM7GFVX5DXXI6UOZG2FRUJVE
bbawgrabinschriften:Südpfeiler//Westseite (T406)	A7NVSRSJDFGG5MLQKH5I37PAPU
bbawgrabinschriften:Südpfeiler//〈Texte〉	YCVUXX3MHZBUHKJPNQIE4CMN34
bbawgrabinschriften:Südpilaster//Text der Ostseite	E4M5VDSD2VFSNBJA6FL7TBINYM
bbawgrabinschriften:Südpilaster//Texte der Nordseite	NX37MSREPJHZDHO7HYRSBRIIUU
bbawgrabinschriften:Südpilaster//Texte des Südseite	HIZ3DQO5PJADDMW5FWYJ3TMYFM
bbawgrabinschriften:Südrahmen//〈Text〉	QGLBFJL4HJDUBJBLA24UQCUCLQ
bbawgrabinschriften:Südscheintür//Scheintürtafel	7U3HBKZH4BE77E6K3DGSPR5O2I
bbawgrabinschriften:Südscheintür//Türrolle	MTW56PKQ5ZGS5PQ2HVP5KPSYPY
bbawgrabinschriften:Südscheintür//linker Außenpfosten	UY7LDNG775B6XJLLQXBCCOY6BY
bbawgrabinschriften:Südscheintür//linker Innenpfosten	5NCD4NYQ4VDJNI5QNH7DVLWWAA
bbawgrabinschriften:Südscheintür//linker Rahmen	7WOQMYIUXZG6JMJPTGVNGQ43SU
bbawgrabinschriften:Südscheintür//oberer Sturzbalken	V2YZKAYSLVG3LA2AJIB2FI6FJE
bbawgrabinschriften:Südscheintür//rechter Außenpfosten	IAWFOAL4PFBEVCXQ4TPFAZRVGM
bbawgrabinschriften:Südscheintür//rechter Innenpfosten	FNNKOYGDYBESZL5QTVKAYG4ADY
bbawgrabinschriften:Südscheintür//unterer Sturzbalken	URZS453YFRE2JDTAKSLOHKVXF4
bbawgrabinschriften:Südscheintür//〈Text〉	OQXITIUK4ZHKNFNXJECASDK6LI
bbawgrabinschriften:Südseite//1. Register v.u.	2BEJ5PM22JGPRO4TZLHNLSMB2M
bbawgrabinschriften:Südseite//3. Register v.u. (Schlachtung)	VTSNWRT7W5FOFDSSMSDKQCM3XU
bbawgrabinschriften:Südseite//Beischrift des Grabherrn	Y26ZZHQTAFDOZC5OZNCFDSHXQQ
bbawgrabinschriften:Südseite//Beischrift zum Grabherrn	NK6UE5K2T5CFZKLWYAXIJMWI24
bbawgrabinschriften:Südseite//Inschrift (außen)	LR3N2JIULZGVREEOKCMEAT2434
bbawgrabinschriften:Südseite//Opferformel	IKLNFWZYW5F5FGQLO2ZCODYRWU
bbawgrabinschriften:Südseite//Opferformel (Ostseite)	H4JFVTTRQFB33IWSXWNJ3XPW3Q
bbawgrabinschriften:Südseite//Opfertisch-Beischrift	25BRIXQNWBHYZK6XYYT2MS2CRI
bbawgrabinschriften:Südseite//Personenbeischrift	CJGTAGPIHNAUTP62MY7SWDTOX4
bbawgrabinschriften:Südseite//Personenbeischriften	U5MRCJ37WNFCFJKR33SELHH6WA
bbawgrabinschriften:Südseite//Titel und Opferformel (Westseite)	NZUGHEXBABFVVMKGPFY4ZBPIQY
bbawgrabinschriften:Südseite//Titelreihe (Mittelteil)	G6XB5U2B7BCUFHEBYUL35OVODE
bbawgrabinschriften:Südseite//Titulatur	OKGFBCIDQBHPTN7BQHGMFI2N2A
bbawgrabinschriften:Südseite//Titulatur der Ehefrau	IU7ROVMCGFGGVEOFF75Z752PNM
bbawgrabinschriften:Südseite//biographische Inschrift	VBBEOG5CQZAOVBGC3PNER44E4E
bbawgrabinschriften:Südseite//〈Text〉	VU63PBKASRB4ZMQG4XUM7MQ5TY
bbawgrabinschriften:Südteil//1. Register v.u.	QOHNCDNX4BG67O3NL4AA6OT3YY
bbawgrabinschriften:Südteil//2. Register v.u.	AFIL6VY2YZGSNMTHSF5MXU3BF4
bbawgrabinschriften:Südteil//3. Register v.u.	CIL2AO35INF2DFDTQ2NG7TEVFU
